,sensor [K-30 FR],,
,CO2,,,
03/03/17 20:36:35.326,"428",,
03/03/17 20:36:36.326,"429",,
03/03/17 20:36:37.326,"429",,
03/03/17 20:36:38.326,"429",,
03/03/17 20:36:39.326,"429",,
03/03/17 20:36:40.326,"429",,
03/03/17 20:36:41.326,"429",,
03/03/17 20:36:42.326,"429",,
03/03/17 20:36:43.326,"429",,
03/03/17 20:36:44.326,"429",,
03/03/17 20:36:45.326,"428",,
03/03/17 20:36:46.326,"429",,
03/03/17 20:36:47.326,"429",,
03/03/17 20:36:48.326,"430",,
03/03/17 20:36:49.327,"430",,
03/03/17 20:36:50.326,"431",,
03/03/17 20:36:51.326,"431",,
03/03/17 20:36:52.326,"432",,
03/03/17 20:36:53.327,"432",,
03/03/17 20:36:54.326,"432",,
03/03/17 20:36:55.326,"432",,
03/03/17 20:36:56.326,"432",,
03/03/17 20:36:57.326,"432",,
03/03/17 20:36:58.326,"432",,
03/03/17 20:36:58.326,"432",,
03/03/17 20:36:59.326,"432",,
03/03/17 20:37:00.326,"432",,
03/03/17 20:37:01.326,"432",,
03/03/17 20:37:02.326,"431",,
03/03/17 20:37:03.326,"431",,
03/03/17 20:37:04.326,"432",,
03/03/17 20:37:05.326,"432",,
03/03/17 20:37:06.327,"432",,
03/03/17 20:37:07.326,"432",,
03/03/17 20:37:08.326,"432",,
03/03/17 20:37:09.326,"433",,
03/03/17 20:37:10.326,"432",,
03/03/17 20:37:11.326,"432",,
03/03/17 20:37:12.326,"432",,
03/03/17 20:37:13.326,"431",,
03/03/17 20:37:14.326,"432",,
03/03/17 20:37:15.326,"432",,
03/03/17 20:37:16.326,"432",,
03/03/17 20:37:17.326,"431",,
03/03/17 20:37:18.326,"430",,
03/03/17 20:37:19.326,"430",,
03/03/17 20:37:20.326,"431",,
03/03/17 20:37:21.326,"433",,
03/03/17 20:37:22.326,"432",,
03/03/17 20:37:23.326,"432",,
03/03/17 20:37:24.326,"432",,
03/03/17 20:37:25.326,"431",,
03/03/17 20:37:26.326,"431",,
03/03/17 20:37:27.326,"430",,
03/03/17 20:37:28.326,"430",,
03/03/17 20:37:29.327,"430",,
03/03/17 20:37:30.326,"430",,
03/03/17 20:37:31.326,"431",,
03/03/17 20:37:32.326,"431",,
03/03/17 20:37:33.326,"431",,
03/03/17 20:37:34.326,"431",,
03/03/17 20:37:35.326,"431",,
03/03/17 20:37:36.326,"431",,
03/03/17 20:37:37.326,"431",,
03/03/17 20:37:38.326,"430",,
03/03/17 20:37:39.326,"430",,
03/03/17 20:37:40.326,"430",,
03/03/17 20:37:41.326,"431",,
03/03/17 20:37:42.326,"432",,
03/03/17 20:37:43.326,"432",,
03/03/17 20:37:44.326,"429",,
03/03/17 20:37:45.326,"429",,
03/03/17 20:37:46.327,"429",,
03/03/17 20:37:47.326,"429",,
03/03/17 20:37:48.326,"429",,
03/03/17 20:37:49.326,"429",,
